ClassEval_0,AccessGatewayFilterTest,['success'],0.0,0.0,0.0,1.0
ClassEval_0,AccessGatewayFilterTestFilter,['success'],0.0,0.0,0.0,1.0
ClassEval_0,AccessGatewayFilterTestGetJwtUser,['success'],0.0,0.0,0.0,1.0
ClassEval_0,AccessGatewayFilterTestIsStartWith,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateAnnulusArea,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateCircleArea,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateCylinderArea,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateMain,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateSectorArea,['success'],0.0,0.0,0.0,1.0
ClassEval_1,AreaCalculatorTestCalculateSphereArea,['success'],0.0,0.0,0.0,1.0
ClassEval_10,BinaryDataProcessorTestCalculateBinaryInfo,['success'],0.0,0.0,0.0,1.0
ClassEval_10,BinaryDataProcessorTestCleanNonBinaryChars,['success'],0.0,0.0,0.0,1.0
ClassEval_10,BinaryDataProcessorTestConvertToAscii,['success'],0.0,0.0,0.0,1.0
ClassEval_10,BinaryDataProcessorTestConvertToUtf8,['success'],0.0,0.0,0.0,1.0
ClassEval_10,BinaryDataProcessorTestMain,['success'],0.0,0.0,0.0,1.0
ClassEval_11,BitStatusUtilTestAdd,['success'],0.0,0.0,0.0,1.0
ClassEval_11,BitStatusUtilTestCheck,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_11,BitStatusUtilTestHas,['success'],0.0,0.0,0.0,1.0
ClassEval_11,BitStatusUtilTestMain,['fail'],0.0,1.0,0.0,0.0
ClassEval_11,BitStatusUtilTestRemove,['success'],0.0,0.0,0.0,1.0
ClassEval_12,BlackjackGameTestCalculateHandValue,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_12,BlackjackGameTestCheckWinner,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_12,BlackjackGameTestCreateDeck,['success'],0.0,0.0,0.0,1.0
ClassEval_12,BlackjackGameTestMain,['success'],0.0,0.0,0.0,1.0
ClassEval_13,BookManagementTestAddBook,['success'],0.0,0.0,0.0,1.0
ClassEval_13,BookManagementTestMain,['success'],0.0,0.0,0.0,1.0
ClassEval_13,BookManagementTestRemoveBook,['success'],0.0,0.0,0.0,1.0
ClassEval_13,BookManagementTestViewBookQuantity,['success'],0.0,0.0,0.0,1.0
ClassEval_13,BookManagementTestViewInventory,['success'],0.0,0.0,0.0,1.0
ClassEval_14,BookManagementDBTestAddBook,['error'],1.0,0.0,0.0,0.0
ClassEval_14,BookManagementDBTestBorrowBook,['error'],1.0,0.0,0.0,0.0
ClassEval_14,BookManagementDBTestCreateTable,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_14,BookManagementDBTestRemoveBook,['error'],1.0,0.0,0.0,0.0
ClassEval_14,BookManagementDBTestReturnBook,['error'],1.0,0.0,0.0,0.0
ClassEval_14,BookManagementDBTestSearchBooks,['error'],1.0,0.0,0.0,0.0
ClassEval_15,BoyerMooreSearchTestBadCharacterHeuristic,['fail'],0.0,1.0,0.0,0.0
ClassEval_15,BoyerMooreSearchTestMain,['fail'],0.0,1.0,0.0,0.0
ClassEval_15,BoyerMooreSearchTestMatchInPattern,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_15,BoyerMooreSearchTestMismatchInText,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_16,CalculatorTest,['success'],0.0,0.0,0.0,1.0
ClassEval_16,CalculatorTestApplyOperator,['success'],0.0,0.0,0.0,1.0
ClassEval_16,CalculatorTestCalculate,['success'],0.0,0.0,0.0,1.0
ClassEval_16,CalculatorTestPrecedence,['success'],0.0,0.0,0.0,1.0
ClassEval_17,CalendarTestAddEvent,['success'],0.0,0.0,0.0,1.0
ClassEval_17,CalendarTestGetAvailableSlots,['error'],1.0,0.0,0.0,0.0
ClassEval_17,CalendarTestGetEvents,['success'],0.0,0.0,0.0,1.0
ClassEval_17,CalendarTestGetUpcomingEvents,['fail'],0.0,1.0,0.0,0.0
ClassEval_17,CalendarTestIsAvailable,['success'],0.0,0.0,0.0,1.0
ClassEval_17,CalendarTestMain,['error'],1.0,0.0,0.0,0.0
ClassEval_17,CalendarTestRemoveEvent,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTest,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestConvertKey,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestDelitem,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestGetitem,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestIter,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestLen,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestSetitem,['success'],0.0,0.0,0.0,1.0
ClassEval_18,CamelCaseMapTestToCamelCase,['success'],0.0,0.0,0.0,1.0
ClassEval_19,ChandrasekharSieveTest,['success'],0.0,0.0,0.0,1.0
ClassEval_19,ChandrasekharSieveTestGeneratePrimes,['success'],0.0,0.0,0.0,1.0
ClassEval_19,ChandrasekharSieveTestGetPrimes,['success'],0.0,0.0,0.0,1.0
ClassEval_2,ArgumentParserTestAddArgument,['success'],0.0,0.0,0.0,1.0
ClassEval_2,ArgumentParserTestConvertType,['partial_success'],0.0,0.0,1.0,0.0
ClassEval_2,ArgumentParserTestGetArgument,['success'],0.0,0.0,0.0,1.0
ClassEval_2,ArgumentParserTestMain,['fail'],0.0,1.0,0.0,0.0
